uid,CE_votes_3,CE_votes_num,CE_votes_mean,CE_votes_2,CE_votes_std,CE_votes_1,CE_votes_4,CE_likes_mean,CE_likes_sum,CE_likes_num,CE_likes_std,CE_dislikes_std,CE_dislikes_sum,CE_dislikes_num,CE_dislikes_mean,CE_com_num,CE_com_std,CE_com_sum,CE_com_mean,CE_comid
18_373,56,84,3.2857142857142856,2,0.5047110248336568,0,26,7.4,74.0,10.0,5.253570214625479,3.4657049948186747,13.0,10.0,1.3,10.0,70.5902889134822,1209.0,120.9,18
18_375,3,96,1.1770833333333333,8,0.5230435559334498,84,1,7.8,39.0,5.0,6.099180272790762,2.3874672772626644,9.0,5.0,1.8,5.0,149.6556046394521,628.0,125.6,18
18_376,33,57,2.526315789473684,9,0.8885233166386384,11,4,6.882352941176471,117.0,17.0,4.428351173704165,3.7120630065646627,48.0,17.0,2.823529411764706,17.0,60.36299509194841,1704.0,100.23529411764706,18
18_38,86,100,3.07,2,0.4083719833285288,1,11,16.0,32.0,2.0,14.142135623730951,1.4142135623730951,4.0,2.0,2.0,2.0,149.19953083036154,397.0,198.5,18
18_383,41,42,3.0238095238095237,0,0.15430334996209188,0,1,23.0,23.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,112.0,112.0,18
18_39,84,126,3.134920634920635,11,0.5845090193066246,1,30,15.0,495.0,33.0,10.816653826391969,4.874174366759541,94.0,33.0,2.8484848484848486,33.0,243.37393289364664,14654.0,444.06060606060606,18
18_49,47,68,2.7205882352941178,17,0.5689893694491075,2,2,10.727272727272727,118.0,11.0,11.714016468239311,1.3618169680781096,15.0,11.0,1.3636363636363635,11.0,60.78531521226608,931.0,84.63636363636364,18
18_54,24,95,2.126315789473684,50,0.7472233034197826,18,3,5.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,23.0,23.0,18
18_56,35,112,3.4464285714285716,12,0.720851419938096,1,64,9.772727272727273,215.0,22.0,10.528563498913295,1.8656150408161596,30.0,22.0,1.3636363636363635,22.0,51.887156949259186,1630.0,74.0909090909091,18
18_58,20,84,3.511904761904762,9,0.736223637105243,1,54,4.15625,266.0,64.0,4.118170151514553,2.383599718712775,94.0,64.0,1.46875,64.0,43.00137271710702,4598.0,71.84375,18
18_59,1,61,3.7704918032786887,5,0.6681677090609015,1,54,3.6363636363636362,40.0,11.0,3.5006492904239144,0.6875516509523286,5.0,11.0,0.45454545454545453,11.0,45.02060134487927,568.0,51.63636363636363,18
18_6,4,99,3.95959595959596,0,0.19790700347467477,0,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
18_71,55,56,3.017857142857143,0,0.13363062095621234,0,1,19.5,39.0,2.0,14.849242404917497,1.4142135623730951,8.0,2.0,4.0,2.0,219.9102089490163,653.0,326.5,18
18_73,15,32,3.46875,1,0.5670736994828461,0,16,11.4,57.0,5.0,8.17312669668102,0.447213595499958,1.0,5.0,0.2,5.0,47.59936974372665,344.0,68.8,18
18_86,59,96,2.78125,17,0.770551750371122,8,12,7.666666666666667,23.0,3.0,6.6583281184793925,2.0,6.0,3.0,2.0,3.0,86.3153134347164,340.0,113.33333333333333,18
18_9,37,111,2.09009009009009,23,1.0049834874224608,43,8,8.0,80.0,10.0,6.289320754704403,8.350648677398262,62.0,10.0,6.2,10.0,58.77499468311333,1145.0,114.5,18
